,candidato,municipio,local,zona,secao,turno,votos_recebidos,ds_grau_escolaridade_ensino_fundamental_completo,ds_grau_escolaridade_ensino_médio_incompleto,ds_grau_escolaridade_analfabeto,ds_grau_escolaridade_ensino_médio_completo,ds_grau_escolaridade_superior_completo,ds_grau_escolaridade_lê_e_escreve,ds_grau_escolaridade_ensino_fundamental_incompleto,ds_grau_escolaridade_superior_incompleto,ds_raca_cor_não_informado,ds_raca_cor_preta,ds_raca_cor_parda,ds_raca_cor_branca,ds_raca_cor_amarela,ds_raca_cor_indígena,ds_faixa_etaria_45_a_49_anos,ds_faixa_etaria_50_a_54_anos,ds_faixa_etaria_40_a_44_anos,ds_faixa_etaria_21_a_24_anos,ds_faixa_etaria_25_a_29_anos,ds_faixa_etaria_19_anos,ds_faixa_etaria_20_anos,ds_faixa_etaria_18_anos,ds_faixa_etaria_17_anos,ds_faixa_etaria_16_anos,ds_faixa_etaria_55_a_59_anos,ds_faixa_etaria_85_a_89_anos,ds_faixa_etaria_90_a_94_anos,ds_faixa_etaria_80_a_84_anos,ds_faixa_etaria_75_a_79_anos,ds_faixa_etaria_70_a_74_anos,ds_faixa_etaria_65_a_69_anos,ds_faixa_etaria_35_a_39_anos,ds_faixa_etaria_95_a_99_anos,ds_faixa_etaria_100_anos_ou_mais,ds_faixa_etaria_60_a_64_anos,ds_faixa_etaria_30_a_34_anos,ds_faixa_etaria_inválida,ds_genero_feminino,ds_genero_masculino,eleitores_totais,percentual_votos
0,SEBASTIAO BOCALOM RODRIGUES,1392,1953,9,314,1,146,18,83,14,118,17,15,47,25,297,5,28,7,0,0,18,14,23,99,71,2,3,4,1,1,8,0,0,1,4,6,5,24,0,0,16,37,0,181,156,337,0.4332344213649852
1,SEBASTIAO BOCALOM RODRIGUES,1392,1465,1,828,1,114,1,28,2,46,25,1,9,14,58,4,46,18,0,0,6,5,10,13,13,15,16,14,4,4,5,0,0,0,1,0,2,7,0,0,3,8,0,68,58,126,0.9047619047619048
2,SEBASTIAO BOCALOM RODRIGUES,1392,1554,1,169,1,112,9,16,1,37,38,4,10,15,118,1,8,3,0,0,10,18,2,12,11,2,2,0,1,1,13,5,0,1,3,7,11,9,0,0,17,5,0,57,73,130,0.8615384615384616
3,SEBASTIAO BOCALOM RODRIGUES,1392,3336,1,656,1,104,17,64,25,75,16,26,94,12,297,4,23,3,0,2,30,33,55,10,21,4,10,4,2,2,14,5,1,3,5,11,7,60,0,0,21,31,0,180,149,329,0.3161094224924012
4,SEBASTIAO BOCALOM RODRIGUES,1392,2330,9,402,1,119,14,91,15,96,8,13,63,18,307,1,8,0,2,0,23,9,26,81,66,1,1,1,0,0,17,2,0,1,1,5,7,31,0,0,11,35,0,183,135,318,0.3742138364779874
5,SEBASTIAO BOCALOM RODRIGUES,1392,1848,1,508,1,90,12,74,14,54,7,15,53,9,201,3,29,5,0,0,21,11,24,18,63,4,5,6,5,0,9,0,1,3,1,3,6,26,0,0,12,20,0,107,131,238,0.37815126050420167
6,SEBASTIAO BOCALOM RODRIGUES,1392,3468,1,696,1,134,11,42,4,123,55,13,27,65,323,2,12,2,1,0,21,22,21,0,18,1,0,1,3,1,23,2,0,1,8,7,8,61,0,0,12,130,0,175,165,340,0.3941176470588235
7,SEBASTIAO BOCALOM RODRIGUES,1392,3298,1,638,1,145,14,35,1,105,98,14,31,40,309,3,18,8,0,0,27,21,43,14,18,4,3,6,2,1,31,4,2,9,19,14,21,44,0,0,28,27,0,183,155,338,0.4289940828402367
8,SEBASTIAO BOCALOM RODRIGUES,1392,2054,9,297,1,160,23,97,15,75,8,22,66,7,259,7,39,6,1,1,25,20,23,51,89,4,8,6,2,0,9,0,0,0,1,5,1,31,0,0,9,29,0,153,160,313,0.5111821086261981
9,SEBASTIAO BOCALOM RODRIGUES,1392,2240,9,373,1,145,24,67,15,103,12,20,68,20,308,5,16,0,0,0,35,26,42,20,20,3,4,4,2,1,18,1,2,4,1,7,7,54,0,0,9,69,0,175,154,329,0.44072948328267475
10,SEBASTIAO BOCALOM RODRIGUES,1392,1660,9,276,1,128,14,77,26,80,7,35,82,13,306,2,22,2,1,1,24,24,27,28,77,4,2,1,0,0,22,3,2,9,2,5,9,35,0,0,11,49,0,187,147,334,0.38323353293413176
11,SEBASTIAO BOCALOM RODRIGUES,1392,3581,1,681,1,88,16,21,2,61,75,2,25,28,218,0,10,2,0,0,29,48,37,19,10,2,1,2,0,0,20,3,1,2,5,3,10,12,0,0,17,9,0,126,104,230,0.3826086956521739
12,SEBASTIAO BOCALOM RODRIGUES,1392,3751,1,782,1,147,18,63,3,93,84,7,28,46,318,3,18,3,0,0,31,36,46,6,53,3,3,4,2,0,37,0,1,1,2,5,9,35,0,1,29,38,0,175,167,342,0.4298245614035088
13,SEBASTIAO BOCALOM RODRIGUES,1392,2720,1,469,1,157,14,78,15,91,10,25,78,21,291,7,30,4,0,0,34,36,28,10,21,5,6,6,5,0,24,3,1,6,2,9,14,39,0,0,11,72,0,176,156,332,0.47289156626506024
14,SEBASTIAO BOCALOM RODRIGUES,1392,2895,1,798,1,88,21,119,16,74,2,24,75,4,290,4,37,3,1,0,22,12,28,92,45,7,4,7,5,2,13,0,0,3,1,4,11,33,0,0,9,37,0,185,150,335,0.2626865671641791
15,SEBASTIAO BOCALOM RODRIGUES,1392,1066,1,516,1,74,9,58,13,73,17,8,40,16,206,5,13,10,0,0,11,13,17,63,52,2,0,2,1,1,5,0,0,2,0,3,4,22,0,0,9,27,0,104,130,234,0.3162393162393162
16,SEBASTIAO BOCALOM RODRIGUES,1392,1660,9,198,1,143,20,78,19,84,11,26,73,13,287,7,27,2,0,1,24,23,17,23,35,3,4,3,0,1,22,1,0,5,4,7,10,34,0,0,11,97,0,167,157,324,0.44135802469135804
17,SEBASTIAO BOCALOM RODRIGUES,1392,1171,1,51,1,130,11,45,11,51,24,29,59,17,230,1,13,3,0,0,25,29,17,17,15,3,7,1,0,0,29,3,0,13,12,15,17,12,0,0,16,16,0,120,127,247,0.5263157894736842
18,SEBASTIAO BOCALOM RODRIGUES,1392,2100,9,455,1,108,9,56,0,88,94,3,12,34,142,8,89,54,3,0,22,17,27,45,27,19,27,19,11,3,14,0,0,0,1,0,4,27,0,0,8,25,0,157,139,296,0.36486486486486486
19,SEBASTIAO BOCALOM RODRIGUES,1392,1740,9,284,1,120,8,139,9,91,10,13,48,17,301,3,26,5,0,0,10,14,19,41,171,4,5,3,1,1,6,1,1,0,2,1,0,23,0,0,8,24,0,169,166,335,0.3582089552238806
20,SEBASTIAO BOCALOM RODRIGUES,1392,1031,1,27,1,144,6,76,1,110,70,11,26,37,310,0,20,5,1,1,26,11,26,51,12,7,8,4,3,0,33,2,1,2,9,13,16,41,1,0,33,38,0,196,141,337,0.42729970326409494
21,SEBASTIAO BOCALOM RODRIGUES,1392,3816,1,833,1,68,8,45,7,33,7,8,30,3,27,12,90,11,1,0,8,7,11,17,7,16,9,22,6,5,4,0,0,0,2,1,3,16,0,0,1,6,0,62,79,141,0.48226950354609927
22,SEBASTIAO BOCALOM RODRIGUES,1392,3751,1,787,1,113,13,73,3,103,63,11,27,45,310,4,20,4,0,0,28,23,37,42,94,2,4,4,3,0,17,1,0,1,3,2,7,26,0,0,13,31,0,174,164,338,0.3343195266272189
23,SEBASTIAO BOCALOM RODRIGUES,1392,1317,9,182,1,134,11,53,47,34,3,44,105,4,256,4,35,5,1,0,18,23,30,25,25,2,1,4,6,2,21,3,1,3,8,13,17,43,0,0,13,43,0,140,161,301,0.44518272425249167
24,SEBASTIAO BOCALOM RODRIGUES,1392,2186,9,357,1,125,15,55,3,114,45,10,24,67,317,4,8,4,0,0,14,19,20,0,19,1,0,1,4,2,12,0,0,2,3,10,19,43,0,0,15,149,0,163,170,333,0.37537537537537535
25,SEBASTIAO BOCALOM RODRIGUES,1392,1724,9,184,1,151,22,53,17,94,19,17,71,23,290,2,20,4,0,0,39,24,37,13,18,6,3,4,2,2,11,5,0,4,7,5,13,55,0,0,13,55,0,162,154,316,0.4778481012658228
26,SEBASTIAO BOCALOM RODRIGUES,1392,1325,9,272,1,91,20,86,29,73,14,18,48,12,285,2,10,3,0,0,15,9,31,47,89,0,0,1,2,0,20,2,1,2,4,6,10,22,0,0,15,24,0,151,149,300,0.30333333333333334
27,SEBASTIAO BOCALOM RODRIGUES,1392,1325,9,113,1,105,20,46,23,65,14,47,75,14,288,1,10,4,0,1,17,23,31,28,34,0,1,1,0,0,26,3,0,11,25,19,16,24,0,0,21,24,0,153,151,304,0.34539473684210525
28,SEBASTIAO BOCALOM RODRIGUES,1392,3565,1,848,1,102,9,109,7,76,5,9,33,14,0,38,178,40,4,2,9,6,14,29,20,32,18,30,38,17,3,0,0,0,2,3,6,14,0,0,5,16,0,139,123,262,0.3893129770992366
29,SEBASTIAO BOCALOM RODRIGUES,1392,3255,1,570,1,119,24,45,5,110,64,11,40,35,315,2,11,5,1,0,38,21,31,15,18,3,4,3,2,1,30,4,0,6,11,12,25,32,1,0,43,34,0,184,150,334,0.3562874251497006
30,SEBASTIAO BOCALOM RODRIGUES,1392,3328,1,653,1,135,27,87,13,99,20,15,44,29,299,5,29,1,0,0,24,20,29,20,99,8,5,5,3,2,17,3,1,5,4,7,6,35,1,1,11,28,0,181,153,334,0.4041916167664671
31,SEBASTIAO BOCALOM RODRIGUES,1392,1295,1,439,1,138,21,43,14,95,25,10,59,18,253,2,23,6,1,0,20,13,58,2,17,6,1,2,1,3,13,4,2,2,8,7,12,81,0,1,10,22,0,149,136,285,0.4842105263157895
32,SEBASTIAO BOCALOM RODRIGUES,1392,1759,9,306,1,119,16,94,14,103,8,16,46,20,282,3,29,2,1,0,14,10,26,86,96,3,3,4,2,1,5,0,0,2,1,7,9,19,0,0,8,21,0,163,154,317,0.3753943217665615
33,SEBASTIAO BOCALOM RODRIGUES,1392,3859,1,753,1,128,9,19,3,75,133,2,21,19,281,0,0,0,0,0,91,38,38,2,1,0,0,0,0,0,29,1,2,2,4,6,13,18,0,0,29,7,0,136,145,281,0.4555160142348754
34,SEBASTIAO BOCALOM RODRIGUES,1392,3247,1,805,1,93,9,93,5,97,14,8,44,22,263,3,17,8,0,1,18,12,20,109,30,14,20,3,2,2,3,0,0,0,2,2,11,18,0,0,6,20,0,149,143,292,0.3184931506849315
35,SEBASTIAO BOCALOM RODRIGUES,1392,3522,1,717,1,95,5,39,4,34,29,4,29,12,117,3,22,13,1,0,13,7,11,34,26,8,10,4,8,3,7,0,0,2,0,4,1,6,0,0,3,9,0,74,82,156,0.6089743589743589
36,SEBASTIAO BOCALOM RODRIGUES,1392,1724,9,289,1,130,14,127,10,97,9,9,41,16,303,3,14,3,0,0,7,7,20,80,133,2,4,3,1,1,7,0,0,0,0,2,2,28,0,0,4,22,0,174,149,323,0.4024767801857585
37,SEBASTIAO BOCALOM RODRIGUES,1392,2429,9,243,1,197,7,24,19,16,1,15,67,1,134,1,14,1,0,0,13,9,15,8,37,2,0,0,0,1,5,0,0,4,1,6,12,11,0,0,8,18,0,63,87,150,1.3133333333333332
38,SEBASTIAO BOCALOM RODRIGUES,1392,2208,9,361,1,114,15,34,24,77,19,23,79,15,279,2,5,0,0,0,28,23,63,1,17,0,0,0,1,1,25,3,1,3,12,8,12,47,0,0,18,23,0,168,118,286,0.3986013986013986
39,SEBASTIAO BOCALOM RODRIGUES,1392,1260,9,459,1,116,5,52,2,68,52,9,23,34,88,7,104,44,0,2,15,8,24,22,22,20,9,27,12,7,13,0,0,1,1,6,8,20,0,0,10,20,0,136,109,245,0.47346938775510206
40,SEBASTIAO BOCALOM RODRIGUES,1392,3476,1,701,1,141,10,15,6,57,54,6,25,15,185,2,1,0,0,0,32,35,28,8,4,0,4,0,0,0,21,3,0,1,5,5,12,6,0,0,19,5,0,103,85,188,0.75
41,SEBASTIAO BOCALOM RODRIGUES,1392,2852,1,502,1,121,12,47,11,83,15,20,52,11,235,0,13,3,0,0,23,22,34,6,46,0,0,4,0,1,17,2,1,2,2,4,15,19,0,0,18,35,0,121,130,251,0.4820717131474104
42,SEBASTIAO BOCALOM RODRIGUES,1392,1473,1,277,1,116,14,54,4,75,77,9,38,21,264,1,21,6,0,0,96,54,15,27,16,9,13,4,1,2,11,1,1,3,5,2,3,16,0,0,6,7,0,154,138,292,0.3972602739726027
43,SEBASTIAO BOCALOM RODRIGUES,1392,1651,1,185,1,90,21,24,2,68,37,14,40,18,212,1,9,2,0,0,13,26,13,13,7,3,3,2,1,0,16,1,0,4,8,16,71,5,0,0,16,6,0,109,115,224,0.4017857142857143
44,SEBASTIAO BOCALOM RODRIGUES,1392,1031,1,5,1,130,14,78,4,96,60,14,34,32,304,0,21,4,2,1,11,15,21,45,44,3,5,4,5,0,38,1,2,4,4,11,19,28,0,0,42,30,0,153,179,332,0.39156626506024095
45,SEBASTIAO BOCALOM RODRIGUES,1392,1163,9,76,1,142,21,44,11,93,27,27,98,20,316,2,21,2,0,0,31,100,28,16,23,3,9,5,0,1,22,5,2,7,8,15,10,18,0,0,18,20,0,170,171,341,0.41642228739002934
46,SEBASTIAO BOCALOM RODRIGUES,1392,3492,1,706,1,102,19,21,3,81,66,9,26,31,253,0,2,1,0,0,17,21,39,0,13,0,0,0,0,0,34,1,0,8,9,11,27,31,1,0,20,24,0,133,123,256,0.3984375
47,SEBASTIAO BOCALOM RODRIGUES,1392,1937,9,261,1,120,22,70,20,65,14,35,65,19,277,1,30,2,0,0,34,27,47,13,39,7,13,3,6,1,21,1,0,3,6,9,14,29,1,0,11,25,0,165,145,310,0.3870967741935484
48,SEBASTIAO BOCALOM RODRIGUES,1392,1155,9,72,1,102,22,15,6,61,56,8,40,23,231,0,0,0,0,0,21,98,18,0,7,0,0,0,0,0,33,4,0,2,8,9,4,10,0,0,10,7,0,111,120,231,0.44155844155844154
49,SEBASTIAO BOCALOM RODRIGUES,1392,2917,1,537,1,64,2,75,13,36,4,12,29,4,175,0,0,0,0,0,9,6,15,42,60,0,0,0,0,0,6,0,0,1,1,3,2,16,0,0,1,13,0,82,93,175,0.3657142857142857
50,SEBASTIAO BOCALOM RODRIGUES,1392,2054,1,288,1,142,16,45,20,114,29,20,54,28,325,0,1,0,0,0,67,60,25,0,27,0,0,0,0,0,19,4,2,3,5,10,11,49,1,0,12,31,0,180,146,326,0.43558282208588955
51,SEBASTIAO BOCALOM RODRIGUES,1392,2828,1,148,1,96,7,50,6,72,53,11,30,17,212,1,24,7,1,1,15,10,11,30,26,8,12,8,0,1,19,1,1,6,5,19,23,10,1,0,22,18,0,114,132,246,0.3902439024390244
52,SEBASTIAO BOCALOM RODRIGUES,1392,1708,1,26,1,152,13,26,1,60,44,12,23,16,177,2,13,3,0,0,23,8,13,6,14,5,3,2,2,1,26,1,0,6,14,14,15,10,0,0,29,3,0,94,101,195,0.7794871794871795
53,SEBASTIAO BOCALOM RODRIGUES,1392,3360,1,666,1,124,21,35,4,95,87,10,58,24,315,3,8,8,0,0,72,61,30,10,12,4,6,3,4,0,27,2,1,6,6,10,9,25,1,0,22,23,0,194,140,334,0.3712574850299401
54,SEBASTIAO BOCALOM RODRIGUES,1392,2259,9,377,1,116,6,29,1,85,90,3,31,58,283,1,10,9,0,0,25,28,28,17,33,2,7,3,2,1,20,1,0,0,3,8,13,70,0,0,6,36,0,168,135,303,0.38283828382838286
55,SEBASTIAO BOCALOM RODRIGUES,1392,3344,1,657,1,107,14,101,10,109,10,19,56,15,291,5,32,5,0,1,23,26,27,16,89,4,4,1,3,1,21,1,0,2,5,8,13,20,0,0,9,61,0,192,142,334,0.3203592814371258
56,SEBASTIAO BOCALOM RODRIGUES,1392,1333,9,302,1,105,18,105,4,104,18,7,55,26,299,7,26,4,1,0,28,9,24,106,72,6,9,1,1,0,13,0,0,0,2,6,3,26,0,0,7,24,0,176,161,337,0.3115727002967359
57,SEBASTIAO BOCALOM RODRIGUES,1392,1066,1,30,1,76,13,36,8,72,45,10,39,12,215,0,17,2,0,1,10,9,11,25,13,1,2,0,3,2,34,6,1,9,14,9,14,12,0,0,50,10,0,129,106,235,0.32340425531914896
58,SEBASTIAO BOCALOM RODRIGUES,1392,1279,1,77,1,125,15,10,10,39,49,22,21,11,177,0,0,0,0,0,9,26,23,0,5,0,0,0,0,0,21,3,0,3,9,15,33,12,1,0,13,4,0,106,71,177,0.7062146892655368
59,SEBASTIAO BOCALOM RODRIGUES,1392,1805,9,230,1,125,27,38,48,33,3,38,105,4,232,11,45,7,0,1,19,18,26,35,50,4,8,4,2,2,15,1,0,3,5,5,13,26,1,0,29,30,0,143,153,296,0.4222972972972973
60,SEBASTIAO BOCALOM RODRIGUES,1392,1279,1,264,1,138,5,20,9,50,31,15,32,9,170,0,1,0,0,0,24,61,12,7,11,0,0,0,0,0,12,0,2,2,5,5,7,5,0,0,13,5,0,87,84,171,0.8070175438596491
61,SEBASTIAO BOCALOM RODRIGUES,1392,1600,1,401,1,108,8,29,5,55,71,6,31,38,224,1,13,5,0,0,40,17,58,9,15,5,3,6,0,1,19,1,0,3,3,8,7,28,0,0,6,14,0,127,116,243,0.4444444444444444
62,SEBASTIAO BOCALOM RODRIGUES,1392,2895,1,789,1,94,24,110,28,78,3,21,67,11,304,1,33,4,0,0,37,15,32,73,64,3,9,8,4,3,11,0,0,0,0,9,10,29,0,0,9,26,0,177,165,342,0.27485380116959063
63,SEBASTIAO BOCALOM RODRIGUES,1392,1708,9,255,1,137,16,49,8,93,57,20,61,37,336,0,4,1,0,0,56,41,43,0,40,0,0,0,0,0,25,2,0,2,6,13,22,36,0,0,29,26,0,196,145,341,0.40175953079178883
64,SEBASTIAO BOCALOM RODRIGUES,1392,3573,1,729,1,112,18,80,14,108,7,9,69,28,301,2,22,7,0,1,25,12,35,25,21,4,8,3,4,3,15,1,1,3,3,3,5,37,0,1,7,117,0,180,153,333,0.33633633633633636
65,SEBASTIAO BOCALOM RODRIGUES,1392,2690,1,464,1,126,27,38,6,94,24,24,67,26,294,2,6,4,0,0,49,34,31,1,25,1,0,1,0,0,21,1,1,5,6,9,18,35,0,0,17,51,0,164,142,306,0.4117647058823529
66,SEBASTIAO BOCALOM RODRIGUES,1392,1767,9,219,1,139,17,58,7,98,69,7,29,55,315,5,16,4,0,0,38,33,35,11,46,1,3,1,2,1,18,0,0,0,6,11,15,34,0,0,23,62,0,200,140,340,0.4088235294117647
67,SEBASTIAO BOCALOM RODRIGUES,1392,1295,1,85,1,150,17,41,10,91,24,24,67,17,263,1,23,3,1,0,31,13,52,3,20,3,2,2,5,1,33,7,5,1,5,10,11,37,1,0,24,25,0,140,151,291,0.5154639175257731
68,SEBASTIAO BOCALOM RODRIGUES,1392,2267,9,378,1,144,11,60,2,131,50,7,35,44,308,3,21,8,0,0,30,16,24,31,126,3,6,1,2,0,19,0,0,1,0,1,5,38,0,0,11,26,0,170,170,340,0.4235294117647059
69,SEBASTIAO BOCALOM RODRIGUES,1392,2054,1,391,1,163,24,36,6,119,45,21,59,23,323,1,6,3,0,0,77,29,80,2,18,1,0,0,0,0,19,2,0,1,8,13,13,35,1,0,20,14,0,174,159,333,0.4894894894894895
70,SEBASTIAO BOCALOM RODRIGUES,1392,1074,9,38,1,131,12,60,5,119,41,20,50,35,316,1,18,6,1,0,17,20,35,23,22,3,7,2,0,2,39,6,3,7,11,15,20,41,0,0,27,42,0,185,157,342,0.3830409356725146
71,SEBASTIAO BOCALOM RODRIGUES,1392,2275,9,381,1,123,25,54,11,97,7,25,70,18,282,4,18,2,1,0,18,25,30,24,20,2,6,0,1,1,20,2,0,1,4,5,14,36,0,0,12,86,0,181,126,307,0.4006514657980456
72,SEBASTIAO BOCALOM RODRIGUES,1392,1708,1,281,1,173,12,30,10,49,30,9,30,19,171,1,11,5,0,1,18,35,21,9,9,0,4,5,1,1,16,1,1,1,3,3,9,19,0,0,17,16,0,89,100,189,0.9153439153439153
73,SEBASTIAO BOCALOM RODRIGUES,1392,3662,1,760,1,92,15,18,2,66,66,9,27,21,209,0,7,7,1,0,28,15,29,13,15,1,3,2,2,0,16,2,3,14,12,14,23,5,0,0,13,14,0,126,98,224,0.4107142857142857
74,SEBASTIAO BOCALOM RODRIGUES,1392,1465,1,158,1,132,26,31,1,97,85,11,34,37,322,0,0,0,0,0,41,62,24,0,20,0,0,0,0,0,34,5,0,6,11,13,21,37,0,0,15,33,0,184,138,322,0.40993788819875776
75,SEBASTIAO BOCALOM RODRIGUES,1392,3298,1,637,1,126,19,40,3,104,80,8,28,50,301,3,24,4,0,0,22,21,40,16,23,2,4,3,2,1,41,3,2,5,9,18,15,47,0,0,26,32,0,158,174,332,0.3795180722891566
76,SEBASTIAO BOCALOM RODRIGUES,1392,2224,9,367,1,133,16,52,12,111,13,21,86,23,305,4,24,1,0,0,27,26,26,18,11,10,4,8,0,2,29,1,1,2,2,5,19,51,0,0,23,69,0,181,153,334,0.39820359281437123
77,SEBASTIAO BOCALOM RODRIGUES,1392,3506,1,712,1,132,25,46,12,114,26,17,57,33,303,5,20,2,0,0,40,19,38,0,15,1,1,5,3,1,20,3,0,5,3,14,19,98,1,0,12,32,0,176,154,330,0.4
78,SEBASTIAO BOCALOM RODRIGUES,1392,1376,9,152,1,135,7,39,3,104,111,3,17,44,303,2,16,6,1,0,36,21,47,19,17,6,7,4,3,0,12,1,0,0,7,5,11,75,0,0,11,46,0,176,152,328,0.4115853658536585
79,SEBASTIAO BOCALOM RODRIGUES,1392,3735,1,777,1,114,6,22,1,84,124,3,22,75,313,3,15,5,1,0,29,17,35,15,13,4,3,4,3,2,19,2,0,3,7,20,11,64,0,0,19,67,0,186,151,337,0.33827893175074186
80,SEBASTIAO BOCALOM RODRIGUES,1392,1260,1,76,1,112,14,35,9,78,28,24,37,20,232,2,9,2,0,0,18,50,11,15,25,1,1,3,0,0,14,3,2,2,4,11,17,11,3,0,37,17,0,124,121,245,0.45714285714285713
81,SEBASTIAO BOCALOM RODRIGUES,1392,1139,9,454,1,128,14,94,4,107,45,2,17,34,96,14,151,54,2,0,18,17,18,33,19,39,17,40,28,17,9,0,0,0,2,7,7,22,0,0,4,20,0,160,157,317,0.4037854889589905
82,SEBASTIAO BOCALOM RODRIGUES,1392,1783,1,205,1,187,12,32,18,40,7,17,52,5,153,3,23,4,0,0,17,13,11,25,24,0,2,5,0,1,11,1,0,3,3,5,13,16,0,0,16,17,0,93,90,183,1.0218579234972678
83,SEBASTIAO BOCALOM RODRIGUES,1392,2216,9,364,1,148,22,74,13,84,25,17,74,17,284,3,33,4,2,0,32,29,58,37,37,0,2,4,3,3,22,1,0,2,9,9,12,24,0,0,15,27,0,171,155,326,0.4539877300613497
84,SEBASTIAO BOCALOM RODRIGUES,1392,3301,1,643,1,131,18,62,23,82,12,38,95,6,302,2,27,3,0,2,39,31,40,23,24,5,6,3,1,0,20,1,0,5,15,7,10,59,1,0,16,30,0,189,147,336,0.3898809523809524
85,SEBASTIAO BOCALOM RODRIGUES,1392,1678,9,253,1,125,10,59,4,78,112,10,22,47,318,2,18,4,0,0,33,20,21,2,73,4,5,3,1,4,28,3,0,3,7,16,17,43,0,0,20,39,0,169,173,342,0.3654970760233918
86,SEBASTIAO BOCALOM RODRIGUES,1392,1929,1,559,1,104,17,79,7,83,16,6,34,10,159,15,57,20,1,0,10,11,27,59,34,10,20,16,6,6,9,0,0,0,0,1,4,14,0,0,6,19,0,134,118,252,0.4126984126984127
87,SEBASTIAO BOCALOM RODRIGUES,1392,1490,9,147,1,115,13,28,2,88,70,7,22,41,260,0,7,4,0,0,17,23,48,19,20,4,2,2,1,0,16,4,0,7,2,5,7,73,0,0,9,12,0,142,129,271,0.42435424354243545
88,SEBASTIAO BOCALOM RODRIGUES,1392,1899,9,446,1,133,7,90,3,105,89,4,9,52,293,5,34,27,0,0,27,13,26,75,46,31,51,15,6,0,11,1,0,0,0,1,6,19,0,0,4,27,0,191,168,359,0.37047353760445684
89,SEBASTIAO BOCALOM RODRIGUES,1392,2569,1,98,1,105,23,34,8,67,26,24,40,15,236,0,1,0,0,0,15,8,19,16,24,0,0,0,0,0,29,6,3,15,10,14,29,18,0,1,16,14,0,132,105,237,0.4430379746835443
90,SEBASTIAO BOCALOM RODRIGUES,1392,2046,9,432,1,112,21,117,10,100,11,8,49,18,304,5,20,5,0,0,8,9,16,164,44,4,26,3,2,0,3,0,0,2,1,3,4,15,0,0,6,24,0,147,187,334,0.33532934131736525
91,SEBASTIAO BOCALOM RODRIGUES,1392,3573,1,730,1,111,21,60,18,107,11,24,81,14,298,2,27,7,2,0,27,33,37,24,57,5,8,6,0,2,20,2,1,2,4,12,12,27,0,0,14,43,0,194,142,336,0.33035714285714285
92,SEBASTIAO BOCALOM RODRIGUES,1392,3751,1,800,1,120,14,94,4,92,38,6,47,20,279,3,25,8,0,0,23,11,31,100,42,7,2,2,4,0,7,0,0,0,5,5,3,19,0,0,15,39,0,158,157,315,0.38095238095238093
93,SEBASTIAO BOCALOM RODRIGUES,1392,1252,9,256,1,125,25,54,30,68,12,35,95,12,302,2,22,4,1,0,39,34,46,5,28,1,2,0,2,0,30,2,1,5,12,10,15,43,1,1,23,31,0,186,145,331,0.3776435045317221
94,SEBASTIAO BOCALOM RODRIGUES,1392,2194,9,358,1,89,18,61,22,60,19,21,58,22,279,0,2,0,0,0,23,14,34,47,54,3,5,2,0,0,13,0,0,4,1,10,10,20,0,0,14,27,0,131,150,281,0.3167259786476868
95,SEBASTIAO BOCALOM RODRIGUES,1392,1732,9,222,1,130,17,87,14,115,12,22,63,20,256,10,68,12,1,3,27,19,23,20,63,11,25,8,11,5,13,1,0,1,2,7,13,21,0,0,7,73,0,196,154,350,0.37142857142857144
96,SEBASTIAO BOCALOM RODRIGUES,1392,1562,9,75,1,139,11,36,0,71,113,3,23,48,284,1,11,9,0,0,38,24,118,17,19,3,9,4,0,1,14,0,0,1,2,4,9,18,0,0,14,10,0,153,152,305,0.4557377049180328
97,SEBASTIAO BOCALOM RODRIGUES,1392,2771,1,489,1,158,21,58,26,71,23,29,64,5,226,7,58,6,0,0,35,23,20,8,39,7,3,3,8,3,24,2,0,2,6,14,18,36,0,0,18,28,0,146,151,297,0.531986531986532
98,SEBASTIAO BOCALOM RODRIGUES,1392,3581,1,732,1,115,13,45,5,76,81,6,36,44,306,0,0,0,0,0,37,40,27,10,44,0,1,0,0,0,27,2,0,2,3,11,15,34,0,0,19,34,0,160,146,306,0.3758169934640523
99,SEBASTIAO BOCALOM RODRIGUES,1392,1589,1,178,1,160,18,15,8,52,27,17,35,10,179,0,2,1,0,0,13,37,14,2,10,0,0,0,0,0,21,4,6,8,14,16,7,9,1,0,10,10,0,92,90,182,0.8791208791208791
100,SEBASTIAO BOCALOM RODRIGUES,1392,3840,1,534,1,90,11,65,5,102,15,7,40,22,266,0,1,0,0,0,21,16,28,40,92,0,3,0,0,0,12,0,0,1,1,3,6,18,0,0,9,17,0,130,137,267,0.33707865168539325
101,SEBASTIAO BOCALOM RODRIGUES,1392,3379,1,674,1,123,19,63,23,86,14,30,66,24,294,5,20,6,0,0,29,18,36,14,20,6,3,10,2,1,11,5,0,1,4,9,11,93,0,1,14,37,0,171,154,325,0.37846153846153846
102,SEBASTIAO BOCALOM RODRIGUES,1392,1694,9,444,1,105,16,71,10,70,16,12,48,13,79,20,135,20,1,1,19,14,18,35,17,27,16,17,14,8,15,1,0,1,2,2,4,19,1,0,13,13,0,125,131,256,0.41015625
103,SEBASTIAO BOCALOM RODRIGUES,1392,2860,1,504,1,70,11,55,15,47,2,13,56,6,205,0,0,0,0,0,19,4,19,38,47,0,0,0,0,0,9,1,0,2,1,2,7,23,0,0,7,26,0,121,84,205,0.34146341463414637
